Item,Open,Close,Volume
0,0.9430002947535158,0.929893266707227,0.041502716560192165
1,0.9415789273155584,0.9467843064184621,0.01841625056272831
2,0.9593459193412074,0.9495212105462084,0.023337331138549727
3,0.9518352884932914,0.958201536254736,0.015594876852707794
4,0.9507531446188984,0.9547520613567059,0.008367898884165599
5,0.952513637094374,0.9577966692593498,0.020997068658008957
6,0.9632061278557226,0.961877759342734,0.03209355551508112
7,0.959410491050953,0.966736163287368,0.025760069829858446
8,0.9528044552957552,0.9623635803035816,0.02539579989896664
9,0.9673894904971062,0.9580558391983084,0.0710841841556326
10,0.9658550474611726,0.9674649433126791,0.04288419309055543
11,0.963529183456544,0.9710925370161274,0.04292543119593941
12,0.9578276458831991,0.966962913096804,0.054389624492685376
13,0.9456007120859172,0.954914066455708,0.038031842690374
14,0.936684881762787,0.9574242223934863,0.047197011611963165
15,0.926428520585054,0.9342981726524572,0.03737890602179434
16,0.9054311663729236,0.928306121687126,0.05146859202798691
17,0.9058187936834902,0.9035444918776036,0.04155426419192213
18,0.8893600951130044,0.9068481709316591,0.039935668555601
19,0.8762771670221002,0.8845643740984717,0.04027588292501882
20,0.9031698740780402,0.8843538351635309,0.08043836106023168
21,0.9202100152295576,0.903058670916756,0.059778070262858536
22,0.919047131682676,0.9250186518880974,0.03566752464835924
23,0.9028468184772188,0.9191075548882282,0.07038657287288698
24,0.9097275044710544,0.9101033161497758,0.003144405535528346
25,0.9208884623566871,0.9081114029218356,0.027144982869003718
26,0.9200323679218366,0.9178282108111036,0.029918245456076263
27,0.9024430232039088,0.9175042977811788,0.03800091411133602
28,0.9170927270258704,0.9032043679731836,0.04382579649682294
29,0.9095498587785146,0.91970674994406,0.03466406408401577
30,0.890038443714087,0.9096984491543896,0.043770812356310966
31,0.8820432779203718,0.9018926021470686,0.08297106803256435
32,0.8922028299889192,0.8663614713930425,0.10829813775589099
33,0.9003594751276124,0.8963702600556367,0.10540116085266653
34,0.9539673388426371,0.9102004809897326,0.1851453471389346
35,0.940771336768938,0.9511731002767436,0.08846948208376146
36,0.9410943923697592,0.9615214245638188,0.04240995487863968
37,0.929658882771536,0.9454077975013806,0.050585409271013376
38,0.8914598111520443,0.9115122468158476,0.049829377338973774
39,0.912780220964996,0.9132775090218984,0.05686047430694208
40,0.9487341682523476,0.9233667637770304,0.0628915472193489
41,0.955372538317851,0.9509948826837784,0.06307024567601281
42,0.9740440285253524,0.9581530024187972,0.059180117734790864
43,0.9861740530722206,0.9737970210143514,0.13176605622815668
44,0.9749808610175108,0.9702179611468418,0.08429412391363365
45,0.9816192310830142,0.9779104340591788,0.04379143140900296
46,1.0,0.9883560219737576,0.04708360682215722
